loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk
394,817,498425,03/09/2020,Rejected,1,10.09,Business Expansion,House,Low
395,658,389964,20/05/2022,Rejected,1,4.8,Medical,None,High
396,610,439994,08/08/2022,Approved,6,12.13,Business Expansion,House,Medium
397,897,493506,23/07/2020,Approved,6,7.59,Education,None,High
398,107,53429,21/04/2022,Defaulted,7,6.48,Home Renovation,House,High
399,273,226433,03/08/2020,Defaulted,4,4.04,Education,House,Medium
400,785,437281,14/04/2024,Defaulted,7,3.62,Education,None,Low
401,287,61497,26/10/2022,Defaulted,4,11.54,Home Renovation,House,Medium
402,353,302162,31/05/2021,Closed,1,4.1,Business Expansion,House,High
403,325,239461,27/01/2022,Defaulted,3,11.28,Home Renovation,House,High
404,555,324378,23/05/2023,Defaulted,9,9.62,Home Renovation,House,High
405,666,435870,30/05/2023,Approved,3,7.31,Education,House,High
406,407,52015,26/10/2022,Defaulted,9,5.39,Education,House,Low
407,908,16936,12/04/2022,Defaulted,2,4.85,Education,None,High
408,638,222564,14/02/2021,Closed,9,9.39,Business Expansion,House,Low
409,519,386598,19/11/2022,Defaulted,9,6.89,Education,House,Medium
410,540,327158,14/07/2022,Approved,7,12.4,Medical,None,Low
411,197,273766,25/04/2020,Defaulted,8,11.53,Medical,Car,Low
412,226,459571,18/09/2021,Defaulted,2,6.69,Business Expansion,None,Low
413,305,442096,24/07/2024,Defaulted,10,9.3,Business Expansion,None,Low
414,321,490798,20/12/2022,Defaulted,2,9.13,Home Renovation,None,High
415,559,443363,16/02/2024,Rejected,1,3.79,Home Renovation,Car,Low
416,637,129310,17/01/2023,Rejected,1,10.94,Business Expansion,None,Medium
417,101,367243,03/10/2021,Rejected,9,7.17,Business Expansion,House,Medium
418,532,7912,30/03/2023,Rejected,10,10.17,Home Renovation,Car,Medium
419,437,245915,24/10/2024,Closed,8,3.69,Business Expansion,Car,High
420,849,310380,16/02/2024,Rejected,6,4.42,Education,None,Low
421,113,248804,13/10/2024,Approved,2,9.83,Education,House,Medium
422,614,163040,22/04/2022,Closed,10,12.19,Home Renovation,House,Medium
423,44,94183,09/03/2023,Approved,5,3.91,Business Expansion,House,Medium
424,818,311360,22/11/2020,Approved,10,4.4,Medical,Car,Medium
425,865,427693,25/10/2021,Defaulted,5,12.22,Medical,None,Low
426,595,308121,07/10/2022,Defaulted,1,10.66,Education,House,Low
427,800,305496,24/03/2022,Defaulted,3,6.98,Education,Car,Medium
428,252,270867,22/06/2021,Closed,1,9.34,Home Renovation,House,High
429,326,404832,08/09/2022,Rejected,4,4.03,Home Renovation,None,Low
430,277,303150,25/11/2023,Defaulted,6,5.37,Home Renovation,House,High
431,42,498075,17/12/2021,Defaulted,1,9.61,Education,Car,Low
432,85,67425,05/03/2021,Rejected,3,7.82,Medical,None,High
433,916,309066,06/11/2021,Closed,3,8.96,Education,Car,High
434,475,149955,08/04/2024,Rejected,3,8.34,Medical,None,High
435,265,409408,19/06/2021,Closed,8,4.31,Business Expansion,House,Low
436,542,486833,25/12/2023,Approved,8,4.27,Medical,None,Medium
437,444,37050,24/08/2021,Approved,9,3.73,Home Renovation,Car,Medium
438,223,151711,07/09/2021,Defaulted,10,12.24,Business Expansion,House,Medium
439,287,146606,24/07/2023,Defaulted,4,3.91,Business Expansion,Car,High
440,349,442141,22/10/2022,Defaulted,4,7.33,Business Expansion,None,Medium
441,28,443402,09/09/2024,Approved,1,12.33,Education,House,High
442,511,117431,18/12/2021,Closed,9,5.89,Medical,House,Low
443,772,236181,01/01/2022,Closed,1,5.43,Education,House,Medium
444,871,158626,29/07/2023,Approved,4,7.34,Business Expansion,None,Medium
445,697,178893,25/08/2020,Rejected,1,12.02,Home Renovation,Car,High
446,118,320173,29/07/2021,Closed,4,11.16,Medical,House,High
447,759,42439,12/04/2021,Defaulted,4,8.71,Home Renovation,House,Low
448,209,438862,16/10/2023,Closed,6,5.2,Home Renovation,House,Medium
449,183,396905,22/06/2022,Approved,3,9.95,Education,House,High
450,984,207748,22/09/2022,Closed,9,9.03,Business Expansion,None,Medium
451,150,308242,08/07/2022,Defaulted,6,8.95,Home Renovation,Car,Low
452,715,265237,07/03/2024,Closed,5,8.48,Medical,Car,High
453,947,277687,07/02/2022,Closed,3,10.99,Home Renovation,House,Low
454,11,206552,29/04/2020,Approved,10,9.82,Home Renovation,House,Medium
455,71,52101,21/12/2022,Defaulted,10,7.7,Business Expansion,Car,Low
456,571,453024,05/12/2021,Closed,7,5.69,Medical,Car,Medium
457,114,281511,17/01/2020,Rejected,7,5.23,Medical,None,Low
458,69,260424,15/11/2022,Rejected,10,5.22,Education,House,Medium
459,474,53433,14/10/2022,Defaulted,9,10.48,Home Renovation,House,Low
460,27,40480,05/03/2023,Rejected,9,5.86,Education,House,Low
461,643,259048,03/03/2022,Closed,7,12.26,Business Expansion,House,Low
462,134,269207,25/02/2024,Rejected,10,9.4,Medical,House,High
463,201,232038,22/12/2022,Rejected,5,7.92,Medical,Car,Low
464,709,460254,11/12/2022,Defaulted,9,9.58,Education,House,High
465,940,424758,08/01/2022,Defaulted,1,11.07,Education,None,Low
466,477,87995,21/04/2020,Approved,5,4.12,Education,Car,High
467,647,423223,03/01/2023,Closed,8,3.91,Home Renovation,Car,Medium
468,223,77737,23/08/2023,Rejected,1,9.73,Medical,Car,Low
469,103,405751,17/06/2020,Rejected,3,4.87,Business Expansion,None,High
470,845,497800,20/04/2020,Rejected,7,7.99,Business Expansion,None,Low
471,955,39317,26/03/2022,Defaulted,2,9.38,Business Expansion,None,High
472,158,232767,17/02/2023,Defaulted,1,9.89,Home Renovation,None,High
473,724,391704,05/11/2020,Approved,10,9.59,Education,House,High
474,96,129143,08/02/2022,Approved,4,5.5,Business Expansion,Car,High
475,173,342703,15/05/2022,Defaulted,6,4.13,Home Renovation,None,High
476,378,9440,08/06/2020,Rejected,1,9.31,Education,House,Medium
477,303,134194,19/12/2021,Closed,5,6.17,Education,Car,Medium
478,787,19964,24/03/2021,Defaulted,8,5.45,Home Renovation,House,Medium
479,914,397651,23/03/2022,Approved,6,4.04,Business Expansion,House,Low
480,953,142915,07/05/2024,Rejected,5,6.14,Education,Car,Medium
481,677,118214,29/08/2023,Defaulted,8,8.9,Home Renovation,Car,Medium
482,972,237211,08/08/2023,Defaulted,7,11.09,Home Renovation,House,Low
483,743,292405,24/04/2022,Defaulted,5,4.43,Education,None,High
484,394,230378,02/08/2024,Rejected,3,9.48,Medical,House,Low
485,275,409670,11/12/2023,Rejected,2,6.36,Medical,Car,Medium
486,865,428281,19/05/2024,Defaulted,7,10.07,Education,Car,Medium
487,911,430757,16/02/2024,Defaulted,3,10.78,Business Expansion,None,Low
488,476,407917,02/04/2022,Approved,9,3.82,Home Renovation,None,Medium
489,45,367645,30/06/2021,Defaulted,7,12.48,Medical,None,Medium
490,923,264137,18/01/2022,Rejected,6,6.73,Medical,None,Medium
491,657,395363,17/10/2020,Closed,10,7.1,Home Renovation,None,Medium
492,550,117126,16/01/2020,Closed,1,5.51,Home Renovation,Car,High
493,784,258486,21/01/2023,Defaulted,10,3.66,Medical,House,Low
494,767,222840,11/04/2023,Approved,10,8.68,Medical,House,High
495,817,102471,25/12/2019,Approved,9,8.04,Medical,House,Medium
496,615,186696,24/05/2022,Defaulted,1,10.52,Medical,None,Medium
497,94,31563,20/12/2022,Closed,8,6.81,Education,None,High
498,842,99386,16/06/2022,Defaulted,3,4.34,Medical,None,Low
499,324,496434,22/10/2021,Closed,3,3.51,Medical,None,Low
500,758,496829,10/07/2023,Rejected,2,10.51,Business Expansion,House,High
501,726,373317,29/10/2021,Defaulted,6,6.54,Home Renovation,House,Medium
502,761,13149,28/12/2021,Closed,3,5.63,Home Renovation,House,High
503,271,152766,16/05/2022,Closed,9,5.3,Education,House,High
504,504,396425,12/05/2021,Approved,6,12.22,Home Renovation,None,High
505,9,53229,14/03/2020,Defaulted,5,8.58,Education,Car,High
506,555,142827,26/02/2022,Defaulted,7,6.92,Home Renovation,Car,High
507,515,216888,22/01/2024,Defaulted,4,5.41,Education,Car,High
508,62,29994,07/02/2020,Closed,8,5.34,Education,House,High
509,352,421115,15/02/2023,Approved,3,12.25,Education,Car,High
510,679,96254,23/05/2022,Closed,9,6.14,Medical,House,Medium
511,125,329628,03/03/2024,Rejected,5,5.66,Medical,None,Medium
512,36,489649,14/01/2023,Closed,5,8.28,Medical,Car,Medium
513,356,227440,01/12/2020,Defaulted,8,3.53,Home Renovation,Car,High
514,788,153865,11/02/2024,Defaulted,6,6.65,Business Expansion,Car,High
515,354,169325,19/10/2024,Closed,6,9.22,Business Expansion,None,High
516,983,402667,12/02/2021,Rejected,10,7.12,Home Renovation,None,Low
517,184,322594,04/02/2022,Approved,5,8.34,Home Renovation,Car,Medium
518,366,19092,01/11/2022,Approved,6,7.81,Business Expansion,House,Medium
519,833,373499,28/04/2023,Defaulted,2,4.51,Medical,House,Medium
520,535,347208,12/06/2024,Defaulted,9,11.42,Education,House,Low
521,181,126764,02/10/2024,Approved,9,10.04,Business Expansion,Car,Medium
522,581,300842,28/03/2023,Rejected,7,5,Home Renovation,House,Medium
523,28,461314,31/03/2022,Closed,4,10.03,Home Renovation,None,Low
524,634,285836,23/06/2022,Closed,2,8.93,Education,None,Low
525,521,47838,12/11/2023,Rejected,10,7.35,Education,House,Medium
526,483,456823,29/11/2023,Closed,6,10.91,Home Renovation,Car,Low
527,343,196039,14/05/2023,Defaulted,6,6.21,Education,Car,Low
528,144,465564,18/03/2023,Defaulted,8,9.21,Education,None,Low
529,100,339696,28/03/2024,Defaulted,9,7.17,Education,Car,Low
530,165,415656,19/01/2021,Closed,9,10.33,Medical,House,Medium
531,262,355392,10/03/2024,Defaulted,6,7.7,Education,Car,Medium
532,132,70794,24/10/2022,Closed,4,6.2,Education,House,Medium
533,266,145987,18/10/2023,Defaulted,8,7.34,Education,Car,Medium
534,567,231537,09/08/2020,Approved,10,10.25,Business Expansion,Car,Medium
535,636,9641,01/04/2021,Approved,8,5.07,Home Renovation,Car,High
536,547,479240,01/07/2020,Closed,1,8.76,Education,None,Low
537,285,400542,03/11/2022,Rejected,6,9.12,Medical,House,Low
538,398,468739,01/02/2020,Defaulted,6,11.19,Home Renovation,None,Low
539,945,148895,31/03/2023,Rejected,5,11.89,Medical,House,High
540,908,126503,26/12/2020,Closed,2,6.24,Business Expansion,Car,Medium
541,990,453585,05/08/2024,Rejected,9,9.51,Business Expansion,None,Medium
542,409,28008,18/11/2021,Approved,8,6.53,Business Expansion,None,Medium
543,71,161576,20/08/2021,Approved,3,10.63,Business Expansion,House,Medium
544,679,257487,16/01/2023,Rejected,6,7.16,Home Renovation,House,High
545,780,267353,27/11/2023,Closed,9,5.6,Medical,House,Low
546,312,99629,28/05/2023,Defaulted,9,4.64,Business Expansion,Car,Low
547,443,379852,19/10/2021,Defaulted,5,8.86,Medical,None,Medium
548,654,145138,13/08/2024,Rejected,9,12.38,Business Expansion,None,Low
549,549,283764,27/07/2024,Rejected,1,4.15,Education,House,Medium
550,46,252978,13/01/2023,Defaulted,5,8.48,Medical,Car,Low
551,744,415394,21/09/2020,Closed,5,8.58,Home Renovation,Car,Medium
552,476,243157,27/09/2022,Closed,5,9.35,Home Renovation,None,Low
553,110,196416,19/12/2020,Rejected,4,4.38,Education,House,Low
554,743,348885,22/09/2024,Closed,9,11.14,Business Expansion,None,Low
555,224,238084,26/12/2021,Approved,8,5.39,Home Renovation,House,Low
556,852,425434,14/05/2022,Defaulted,8,9.81,Business Expansion,Car,Low
557,289,361828,08/12/2020,Defaulted,6,6.95,Business Expansion,Car,Medium
558,492,98317,12/12/2020,Rejected,4,6.28,Education,House,Low
559,240,63500,17/01/2024,Approved,4,5.29,Medical,Car,Low
560,1,441994,02/01/2023,Defaulted,4,9.01,Business Expansion,House,Medium
561,209,468504,24/12/2020,Rejected,10,11.16,Medical,House,Low
562,245,415184,17/07/2020,Approved,6,11.4,Home Renovation,Car,Medium
563,392,365988,22/12/2022,Approved,10,5.89,Home Renovation,Car,Low
564,902,149135,19/11/2024,Closed,9,12.4,Home Renovation,Car,Medium
565,970,140212,28/09/2020,Closed,1,10.97,Medical,House,Low
566,722,301138,27/06/2021,Defaulted,2,7.48,Education,Car,High
567,319,328029,29/05/2022,Rejected,7,6.44,Home Renovation,Car,High
568,431,337655,27/03/2021,Approved,2,3.63,Medical,House,Low
569,912,15129,27/05/2024,Approved,7,12.34,Medical,House,Medium
570,409,418253,14/06/2020,Approved,4,3.79,Education,House,High
571,935,201557,15/04/2023,Rejected,2,4.71,Education,House,Medium
572,375,321652,07/01/2023,Closed,9,8.15,Home Renovation,None,Medium
573,128,196963,22/06/2024,Approved,8,10.1,Education,Car,Low
574,914,417407,02/04/2024,Closed,10,8.31,Home Renovation,None,Medium
575,679,8231,31/08/2023,Approved,10,9.63,Education,Car,Medium
576,25,69806,28/01/2024,Closed,8,9.7,Education,House,Low
577,988,281006,11/08/2022,Closed,6,4.02,Medical,None,High
578,620,7593,15/05/2023,Approved,6,7.32,Education,None,High
579,577,94495,07/08/2021,Defaulted,5,12.25,Business Expansion,Car,High
580,525,357924,09/10/2024,Rejected,8,3.8,Medical,House,Medium
581,701,267330,13/06/2021,Rejected,1,5.74,Home Renovation,None,Low
582,651,219321,23/05/2024,Approved,2,8.52,Business Expansion,House,High
583,560,111729,01/10/2023,Closed,5,8.03,Business Expansion,None,Medium
584,893,18466,05/08/2024,Defaulted,1,4.92,Home Renovation,House,Low
585,472,419558,03/09/2020,Defaulted,2,5.41,Education,House,Medium
586,500,458430,18/11/2024,Rejected,7,4.51,Home Renovation,None,Low
587,857,436560,18/06/2023,Closed,6,9.68,Business Expansion,House,Medium
588,672,236193,17/07/2023,Rejected,5,6.44,Home Renovation,None,Low
589,679,25189,28/08/2020,Approved,7,5.28,Home Renovation,Car,Medium
590,852,330930,09/11/2021,Approved,6,10.46,Medical,House,High
591,11,10677,16/05/2022,Approved,3,9.81,Education,House,Medium
592,377,113344,07/03/2023,Rejected,10,7.68,Business Expansion,House,Low
593,590,416395,12/06/2021,Defaulted,1,5.93,Home Renovation,None,High
594,705,467569,29/05/2024,Closed,10,5.3,Home Renovation,Car,High
595,310,498515,14/11/2023,Defaulted,5,9.45,Education,None,High
596,419,43971,10/11/2024,Rejected,8,11.53,Home Renovation,Car,High
597,203,6677,18/10/2024,Approved,1,12.45,Education,None,Medium
598,211,7332,23/05/2020,Rejected,2,5.56,Medical,Car,Low
599,314,385367,22/04/2024,Defaulted,3,12.43,Business Expansion,None,Medium
600,514,368025,28/07/2022,Defaulted,5,7.17,Home Renovation,Car,High
601,459,278860,17/03/2020,Approved,4,11.73,Business Expansion,None,Medium
602,270,298609,11/01/2021,Approved,5,6.76,Medical,House,Medium
603,200,326951,08/03/2021,Approved,3,8.12,Home Renovation,House,High
604,123,400604,13/11/2020,Closed,1,11.6,Education,House,Low
605,392,73451,16/05/2024,Rejected,5,7.79,Home Renovation,House,High
606,188,12463,02/06/2024,Approved,2,8.24,Medical,None,Low
607,644,305993,18/10/2022,Defaulted,6,4.17,Home Renovation,None,High
608,458,393403,02/05/2021,Defaulted,5,7.74,Business Expansion,House,High
609,841,491048,14/09/2024,Rejected,6,9.15,Medical,None,Medium
610,783,127261,05/02/2020,Approved,5,9.74,Business Expansion,Car,High
611,557,61566,03/04/2020,Closed,9,3.57,Medical,Car,High
612,213,455271,01/10/2022,Closed,8,8.11,Business Expansion,Car,High
613,842,59646,16/02/2020,Approved,1,12.45,Business Expansion,Car,Low
614,29,301920,20/08/2021,Defaulted,3,10.66,Medical,Car,Low
615,654,239921,07/11/2022,Rejected,8,5.32,Home Renovation,Car,Low
616,48,369317,02/05/2021,Rejected,2,5.4,Education,Car,Low
617,89,497756,06/10/2023,Approved,3,12.23,Medical,None,High
618,748,251807,30/07/2021,Closed,5,11.71,Business Expansion,None,Low
619,207,393207,25/10/2024,Closed,9,5.42,Medical,None,High
620,893,365684,07/05/2020,Rejected,10,7.44,Education,House,Low
621,378,189860,26/08/2023,Defaulted,4,7.21,Medical,Car,Low
622,671,210461,18/09/2023,Closed,10,10.31,Education,Car,High
623,900,111872,03/04/2023,Rejected,5,9.48,Education,Car,High
624,252,27794,22/07/2021,Closed,1,11.79,Business Expansion,House,High
625,378,107563,30/03/2021,Defaulted,5,10.09,Medical,None,High
626,6,34823,15/07/2021,Approved,9,7.48,Home Renovation,None,High
627,340,450353,07/09/2021,Defaulted,10,6.37,Home Renovation,House,High
628,869,64943,10/06/2022,Approved,3,9.08,Medical,House,Medium
629,579,334763,07/01/2022,Defaulted,10,4.46,Business Expansion,Car,Medium
630,78,243249,17/12/2020,Defaulted,4,4.3,Home Renovation,House,Medium
631,991,481403,13/02/2024,Defaulted,4,12.41,Medical,None,Medium
632,878,337509,09/04/2020,Defaulted,1,5.63,Medical,Car,High
633,61,248491,18/11/2022,Defaulted,9,8.7,Home Renovation,House,High
634,669,20548,08/04/2021,Closed,1,9.15,Medical,House,Medium
635,402,13118,15/10/2022,Defaulted,7,10.38,Medical,None,Medium
636,383,277402,03/09/2024,Defaulted,10,5.94,Business Expansion,None,High
637,919,61239,09/03/2020,Defaulted,10,4,Business Expansion,None,Low
638,841,346839,15/04/2024,Rejected,6,6.56,Home Renovation,House,High
639,746,64882,29/11/2022,Approved,2,4.82,Education,House,Low
640,194,309260,10/07/2023,Rejected,8,7.34,Business Expansion,Car,Medium
641,412,425111,23/03/2021,Defaulted,9,4.48,Home Renovation,House,High
642,954,84040,31/07/2020,Defaulted,7,8,Business Expansion,None,Medium
643,228,61978,14/02/2021,Rejected,10,7.86,Business Expansion,House,Medium
644,426,473330,07/04/2023,Defaulted,1,10.49,Home Renovation,Car,High
645,109,60841,10/03/2023,Rejected,3,12.34,Education,None,Low
646,917,373413,02/04/2022,Rejected,3,6.37,Medical,House,High
647,430,86298,10/03/2024,Defaulted,2,6.89,Medical,Car,High
648,807,156134,13/10/2024,Approved,8,10.39,Medical,Car,High
649,891,433068,05/10/2023,Closed,3,5.09,Home Renovation,None,Low
650,655,136139,13/11/2021,Rejected,1,11.69,Home Renovation,House,Low
651,874,17509,06/07/2020,Defaulted,9,3.96,Medical,House,Low
652,103,260404,30/12/2019,Closed,6,11,Education,Car,Low
653,231,262340,28/07/2022,Approved,4,3.62,Business Expansion,House,Low
654,743,320591,25/11/2020,Closed,2,5.69,Business Expansion,Car,Low
655,361,111678,13/04/2021,Defaulted,8,10.48,Education,Car,Low
656,400,155658,07/05/2023,Approved,9,3.85,Home Renovation,House,Medium
657,993,355065,27/09/2022,Approved,9,4.06,Business Expansion,None,High
658,248,222324,17/06/2022,Defaulted,4,3.63,Medical,House,High
659,571,74847,14/01/2021,Defaulted,3,6.4,Business Expansion,House,Low
660,630,278968,17/11/2022,Closed,8,9.98,Education,None,Low
661,243,489980,07/06/2023,Closed,5,9.73,Home Renovation,Car,Low
662,880,308475,27/03/2021,Approved,4,10.04,Medical,None,Medium
663,16,46602,27/07/2020,Approved,1,7.97,Education,None,High
664,604,152023,05/11/2020,Defaulted,6,6.32,Business Expansion,Car,Low
665,409,455396,23/08/2024,Defaulted,10,12.47,Business Expansion,Car,Low
666,522,466523,18/08/2023,Defaulted,6,7.62,Medical,None,Medium
667,834,360645,01/10/2022,Closed,1,5.67,Education,None,Low
668,640,451498,25/01/2020,Defaulted,3,6.96,Home Renovation,None,Medium
669,335,417046,02/08/2022,Defaulted,9,5.06,Business Expansion,None,Low
670,361,331430,23/07/2021,Rejected,5,10.95,Education,None,Low
671,726,90658,23/08/2021,Approved,7,9.07,Medical,None,Medium
672,173,210709,02/09/2024,Approved,3,10.8,Home Renovation,None,Low
673,957,40341,27/11/2020,Defaulted,7,5.56,Business Expansion,None,High
674,873,483424,20/12/2019,Rejected,8,9.18,Medical,Car,High
675,381,174060,22/08/2023,Rejected,6,9.8,Business Expansion,None,High
676,440,26865,20/03/2024,Closed,3,10.04,Home Renovation,Car,Low
677,952,318769,05/08/2021,Approved,5,11.61,Medical,House,High
678,716,377975,20/06/2021,Rejected,2,10.71,Medical,None,High
679,211,216591,17/06/2024,Rejected,8,11.13,Medical,Car,Medium
